run_id,timestamp_ms,raw_m,filtered_m,residual_m,label
2,159270,0.10,4.59,-4.49,2
2,159393,5.04,4.76,0.28,2
2,159546,0.11,2.95,-2.84,2
2,159689,14.54,7.47,7.07,2
2,159785,4.72,6.40,-1.68,2
2,159846,5.99,6.24,-0.25,2
2,159953,0.10,3.84,-3.74,2
2,160159,10.56,6.46,4.10,2
2,160257,0.11,3.98,-3.87,2
3,164884,0.14,0.32,-0.18,2
3,164977,0.19,0.27,-0.08,2
3,165060,0.12,0.21,-0.09,2
3,165183,3.84,1.63,2.21,2
3,165291,0.14,1.05,-0.91,2
3,165484,0.17,0.70,-0.53,2
3,165627,0.13,0.48,-0.35,2
3,165720,4.79,2.16,2.63,2
3,165808,6.69,3.93,2.76,2
3,165951,5.21,4.43,0.78,2
3,166034,0.18,2.77,-2.59,2
3,166142,9.99,5.59,4.40,2
3,166320,6.18,5.82,0.36,2
3,166453,5.06,5.52,-0.46,2
3,166536,0.11,3.41,-3.30,2
3,166684,4.49,3.83,0.66,2
3,166742,0.13,2.39,-2.26,2
3,166885,10.61,5.60,5.01,2
3,167053,0.13,3.46,-3.33,2
3,167101,0.13,2.16,-2.03,2
3,167284,0.15,1.38,-1.23,2
3,167377,0.15,0.90,-0.75,2
3,167475,0.17,0.61,-0.44,2
3,167628,8.34,3.63,4.71,2
3,167772,0.19,2.29,-2.10,2
3,167920,0.14,1.45,-1.31,2
3,167941,0.14,0.94,-0.80,2
3,168096,14.42,6.20,8.22,2
3,168207,9.85,7.63,2.22,2
3,168398,0.18,4.72,-4.54,2
3,169626,0.14,0.14,0.00,2
3,169829,14.14,11.90,2.24,2
3,169887,6.33,9.00,-2.67,2
3,170020,7.11,8.17,-1.06,2
3,170103,0.15,4.91,-4.76,2
3,170331,0.12,3.01,-2.89,2
3,170349,0.16,1.89,-1.73,2
3,170522,0.19,1.23,-1.04,2
3,170670,0.13,0.80,-0.67,2
3,170753,0.17,0.55,-0.38,2
3,170886,0.14,0.39,-0.25,2
3,171029,10.04,4.16,5.88,2
3,171122,13.44,7.78,5.66,2
3,171220,0.19,4.82,-4.63,2
3,171363,6.16,5.34,0.82,2
3,171446,0.19,3.33,-3.14,2
3,171614,8.78,5.46,3.32,2
3,171677,0.11,3.37,-3.26,2
3,171810,10.69,6.23,4.46,2
3,171988,0.12,3.84,-3.72,2
3,172046,0.18,2.41,-2.23,2
3,172204,0.13,1.52,-1.39,2
3,172287,15.57,7.01,8.56,2
3,172490,0.16,4.33,-4.17,2
3,172588,12.84,7.65,5.19,2
3,172721,10.75,8.86,1.89,2
3,172854,0.11,5.45,-5.34,2
3,172872,0.10,3.36,-3.26,2
3,172985,13.20,7.20,6.00,2
3,173128,10.35,8.43,1.92,2
3,173331,0.18,5.21,-5.03,2
3,173354,7.48,6.10,1.38,2
3,173467,10.92,7.98,2.94,2
3,173585,12.57,9.77,2.80,2
3,173703,7.58,8.92,-1.34,2
3,173836,0.18,5.51,-5.33,2
3,174054,0.18,3.43,-3.25,2
3,174072,0.17,2.16,-1.99,2
3,174280,0.12,1.36,-1.24,2
3,174303,12.45,5.69,6.76,2
4,178559,0.15,3.86,-3.71,2
4,178692,0.14,2.41,-2.27,2
4,178860,0.19,1.54,-1.35,2
4,178993,15.30,6.91,8.39,2
4,179091,0.10,4.25,-4.15,2
4,179149,13.68,7.93,5.75,2
4,179267,0.15,4.89,-4.74,2
4,179435,0.10,3.02,-2.92,2
4,179593,5.10,3.83,1.27,2
4,179736,0.11,2.38,-2.27,2
4,179799,0.19,1.53,-1.34,2
4,179917,0.17,1.00,-0.83,2
4,180015,5.99,2.95,3.04,2
4,180123,0.14,1.85,-1.71,2
4,180266,0.16,1.19,-1.03,2
4,180454,0.18,0.80,-0.62,2
4,180472,0.15,0.54,-0.39,2
4,180650,0.18,0.40,-0.22,2
4,180758,10.95,4.52,6.43,2
4,180936,9.88,6.61,3.27,2
4,180954,0.15,4.09,-3.94,2
4,181152,0.17,2.56,-2.39,2
4,181190,0.17,1.63,-1.46,2
4,181323,0.18,1.06,-0.88,2
4,181491,6.46,3.17,3.29,2
4,181619,0.10,1.97,-1.87,2
4,181707,6.00,3.54,2.46,2
4,181860,4.07,3.75,0.32,2
4,181958,11.38,6.73,4.65,2
4,182051,0.10,4.14,-4.04,2
4,182234,0.19,2.60,-2.41,2
4,182352,13.84,6.99,6.85,2
4,182460,0.13,4.31,-4.18,2
4,182523,16.19,8.95,7.24,2
4,182711,8.57,8.80,-0.23,2
4,182859,6.60,7.94,-1.34,2
4,182917,0.19,4.92,-4.73,2
4,182990,12.01,7.68,4.33,2
4,183158,0.14,4.74,-4.60,2
4,183231,13.80,8.28,5.52,2
4,183409,10.23,9.04,1.19,2
4,183552,0.14,5.57,-5.43,2
4,183590,5.60,5.58,0.02,2
4,183743,13.10,8.51,4.59,2
4,183831,13.90,10.62,3.28,2
4,183975,0.14,6.53,-6.39,2
4,184151,10.15,7.94,2.21,2
4,184212,13.26,10.02,3.24,2
4,185599,8.95,8.95,0.00,2
4,185767,9.45,9.37,0.08,2
4,185875,0.11,4.54,-4.43,2
4,185973,0.15,2.63,-2.48,2
4,186106,0.10,1.60,-1.50,2
4,186234,0.13,1.02,-0.89,2
4,186402,0.19,0.69,-0.50,2
4,186550,0.12,0.47,-0.35,2
4,186618,14.15,5.81,8.34,2
4,186706,0.13,3.59,-3.46,2
4,186884,0.14,2.25,-2.11,2
4,187027,0.17,1.44,-1.27,2
4,187075,0.12,0.92,-0.80,2
4,187173,13.03,5.65,7.38,2
4,187376,5.26,5.50,-0.24,2
4,187434,0.13,3.40,-3.27,2
4,187557,0.19,2.15,-1.96,2
4,187710,0.19,1.38,-1.19,2
4,187773,0.10,0.88,-0.78,2
4,187966,6.24,2.97,3.27,2
4,188014,11.83,6.43,5.40,2
4,188202,11.32,8.34,2.98,2
4,188250,10.83,9.31,1.52,2
4,188373,0.12,5.72,-5.60,2
4,188541,16.49,9.93,6.56,2
4,188649,0.11,6.09,-5.98,2
5,193513,12.49,12.49,0.00,2
5,193731,8.10,8.80,-0.70,2
5,193754,8.08,8.43,-0.35,2
5,193922,5.69,7.23,-1.54,2
5,194100,4.59,6.16,-1.57,2
5,194173,8.05,6.91,1.14,2
5,194316,0.11,4.24,-4.13,2
5,194439,9.74,6.39,3.35,2
5,194582,12.31,8.70,3.61,2
5,194690,14.35,10.91,3.44,2
5,194763,15.98,12.89,3.09,2
5,194916,0.10,7.90,-7.80,2
5,194989,0.11,4.86,-4.75,2
5,195097,0.19,3.03,-2.84,2
5,195205,0.11,1.89,-1.78,2
5,195408,0.15,1.21,-1.06,2
5,195456,0.12,0.79,-0.67,2
5,195639,0.17,0.55,-0.38,2
5,195747,4.01,1.90,2.11,2
5,195830,4.32,2.84,1.48,2
5,195913,0.11,1.78,-1.67,2
5,196126,0.15,1.14,-0.99,2
5,196199,15.98,6.93,9.05,2
5,196357,6.95,6.94,0.01,2
5,196500,14.94,10.06,4.88,2
5,196618,0.19,6.21,-6.02,2
5,196726,0.19,3.86,-3.67,2
5,196754,0.19,2.43,-2.24,2
5,196942,0.11,1.52,-1.41,2
5,197075,7.71,3.94,3.77,2
5,197148,9.98,6.30,3.68,2
5,197291,0.18,3.91,-3.73,2
5,197459,9.57,6.12,3.45,2
5,197477,13.57,9.03,4.54,2
5,197650,8.30,8.74,-0.44,2
5,197748,13.65,10.66,2.99,2
5,197881,7.88,9.57,-1.69,2
5,197964,7.58,8.80,-1.22,2
5,198097,8.94,8.85,0.09,2
5,198290,12.17,10.15,2.02,2
5,198373,12.16,10.93,1.23,2
5,198541,0.19,6.74,-6.55,2
5,198614,0.16,4.17,-4.01,2
5,198757,7.12,5.32,1.80,2
5,198830,14.34,8.84,5.50,2
5,199008,0.15,5.45,-5.30,2
5,199126,10.97,7.60,3.37,2
5,199189,0.11,4.68,-4.57,2
5,199272,10.11,6.80,3.31,2
5,199490,0.17,4.21,-4.04,2
5,199618,0.17,2.63,-2.46,2
5,199727,0.10,1.64,-1.54,2
5,199753,14.55,6.68,7.87,2
5,199944,8.09,7.23,0.86,2
5,200040,0.12,4.46,-4.34,2
5,200113,10.33,6.75,3.58,2
5,201511,5.68,5.68,0.00,2
5,201644,13.60,12.33,1.27,2
5,201857,0.12,5.96,-5.84,2
5,201875,0.16,3.44,-3.28,2
5,201988,0.17,2.11,-1.94,2
5,202206,0.14,1.33,-1.19,2
5,202339,0.15,0.87,-0.72,2
5,202422,0.15,0.59,-0.44,2
5,202540,5.19,2.38,2.81,2
5,202588,14.96,7.30,7.66,2
5,202746,0.13,4.50,-4.37,2
5,202844,13.07,7.84,5.23,2
5,202987,8.74,8.19,0.55,2
5,203105,16.04,11.26,4.78,2
5,203188,0.15,6.92,-6.77,2
5,203371,0.13,4.27,-4.14,2
5,203444,15.04,8.47,6.57,2
5,203647,0.17,5.23,-5.06,2
5,203740,7.04,5.94,1.10,2
5,203898,5.17,5.64,-0.47,2
5,203921,0.12,3.48,-3.36,2
5,204114,0.10,2.16,-2.06,2
5,204152,0.19,1.39,-1.20,2
5,204330,12.03,5.55,6.48,2
5,204473,0.11,3.42,-3.31,2
5,204556,10.69,6.26,4.43,2
5,204644,6.04,6.17,-0.13,2
5,204812,0.11,3.81,-3.70,2
5,204980,6.90,5.01,1.89,2
5,205088,8.39,6.33,2.06,2
5,205206,9.74,7.66,2.08,2
5,205244,0.11,4.71,-4.60,2
5,205387,14.05,8.36,5.69,2
6,214600,0.17,6.32,-6.15,2
6,214648,0.18,3.93,-3.75,2
6,214791,6.58,4.96,1.62,2
6,214889,7.98,6.14,1.84,2
6,215067,0.13,3.79,-3.66,2
6,215190,0.19,2.39,-2.20,2
6,215308,0.16,1.52,-1.36,2
6,215356,14.43,6.56,7.87,2
6,215464,16.08,10.28,5.80,2
6,215622,15.84,12.45,3.39,2
6,215715,12.66,12.53,0.13,2
6,215931,0.18,7.71,-7.53,2
6,215952,0.10,4.74,-4.64,2
6,216134,0.11,2.93,-2.82,2
6,217718,5.15,5.15,0.00,2
6,217751,14.50,13.00,1.50,2
6,217909,11.01,11.96,-0.95,2
6,218017,12.08,12.01,0.07,2
6,218115,0.18,7.20,-7.02,2
6,218243,15.64,10.55,5.09,2
6,218351,9.67,10.20,-0.53,2
6,218484,0.12,6.26,-6.14,2
6,218617,11.67,8.37,3.30,2
6,218750,0.15,5.16,-5.01,2
6,218833,0.19,3.22,-3.03,2
6,218931,6.28,4.41,1.87,2
6,219119,11.55,7.20,4.35,2
6,219242,16.22,10.72,5.50,2
6,219325,6.35,9.01,-2.66,2
6,219483,0.14,5.55,-5.41,2
6,219611,0.19,3.46,-3.27,2
6,219684,0.15,2.17,-2.02,2
6,219852,0.11,1.36,-1.25,2
6,219975,0.17,0.90,-0.73,2
6,220043,0.11,0.59,-0.48,2
6,220211,16.86,6.94,9.92,2
6,220284,0.15,4.29,-4.14,2
6,220467,6.73,5.24,1.49,2
6,220560,13.00,8.27,4.73,2
6,220668,0.14,5.10,-4.96,2
6,220741,0.14,3.16,-3.02,2
6,220874,0.16,1.99,-1.83,2
6,221077,9.64,4.98,4.66,2
6,221100,7.59,6.00,1.59,2
6,221303,5.99,5.99,-0.00,2
6,221351,0.12,3.70,-3.58,2
6,221459,16.24,8.60,7.64,2
6,221567,0.17,5.31,-5.14,2
6,221760,15.96,9.47,6.49,2
7,72190,14.17,13.89,0.28,2
7,72348,14.01,13.94,0.07,2
7,72431,13.91,13.93,-0.02,2
7,72624,13.77,13.87,-0.10,2
7,72682,13.67,13.79,-0.12,2
7,72765,13.56,13.70,-0.14,2
7,72898,13.43,13.59,-0.16,2
7,73091,13.32,13.49,-0.17,2
7,73149,13.19,13.37,-0.18,2
7,73232,13.08,13.26,-0.18,2
7,73440,12.97,13.15,-0.18,2
7,73533,12.81,13.01,-0.20,2
7,73701,12.71,12.90,-0.19,2
7,73739,12.61,12.78,-0.17,2
7,73882,12.47,12.66,-0.19,2
7,74060,12.33,12.53,-0.20,2
7,74098,12.23,12.41,-0.18,2
7,74241,12.09,12.29,-0.20,2
7,74349,11.98,12.17,-0.19,2
7,74532,11.87,12.05,-0.18,2
7,74555,11.76,11.94,-0.18,2
7,74688,11.63,11.82,-0.19,2
7,74816,11.53,11.71,-0.18,2
7,74924,11.39,11.58,-0.19,2
7,75047,11.29,11.47,-0.18,2
7,75260,11.16,11.35,-0.19,2
7,75368,11.05,11.23,-0.18,2
7,75476,10.93,11.11,-0.18,2
7,75564,10.80,10.99,-0.19,2
7,75672,10.69,10.87,-0.18,2
7,75815,10.55,10.75,-0.20,2
7,75958,10.44,10.63,-0.19,2
7,76091,10.31,10.50,-0.19,2
7,76124,10.17,10.37,-0.20,2
7,76342,10.07,10.25,-0.18,2
7,76440,9.94,10.13,-0.19,2
7,76488,9.85,10.02,-0.17,2
7,76631,9.74,9.91,-0.17,2
7,76774,9.59,9.79,-0.20,2
7,76847,9.50,9.67,-0.17,2
7,77050,9.36,9.55,-0.19,2
7,77133,9.23,9.43,-0.20,2
7,77276,9.11,9.30,-0.19,2
7,77339,8.97,9.17,-0.20,2
7,77517,8.87,9.05,-0.18,2
7,77640,8.74,8.93,-0.19,2
7,77748,8.61,8.81,-0.20,2
7,77841,8.51,8.69,-0.18,2
7,77984,8.41,8.58,-0.17,2
7,78082,8.29,8.47,-0.18,2
7,78190,8.13,8.34,-0.21,2
7,78348,8.04,8.22,-0.18,2
7,78416,7.91,8.10,-0.19,2
7,78624,7.79,7.98,-0.19,2
7,78742,7.67,7.86,-0.19,2
7,78910,7.57,7.75,-0.18,2
7,79044,7.44,7.63,-0.19,2
7,79162,7.32,7.51,-0.19,2
7,79305,7.22,7.39,-0.17,2
7,79388,7.06,7.26,-0.20,2
7,79486,6.93,7.13,-0.20,2
7,79704,6.84,7.02,-0.18,2
7,79762,6.74,6.91,-0.17,2
7,79860,6.58,6.78,-0.20,2
7,79968,6.48,6.66,-0.18,2
7,80156,6.36,6.55,-0.19,2
7,80204,6.25,6.43,-0.18,2
7,80387,6.14,6.32,-0.18,2
7,80520,5.97,6.18,-0.21,2
7,80628,5.89,6.07,-0.18,2
7,80696,5.77,5.95,-0.18,2
7,80864,5.61,5.82,-0.21,2
7,80987,5.51,5.70,-0.19,2
7,81035,5.40,5.58,-0.18,2
7,81238,5.28,5.46,-0.18,2
7,81371,5.13,5.33,-0.20,2
7,81444,5.02,5.21,-0.19,2
7,81537,4.93,5.10,-0.17,2
7,81670,4.80,4.98,-0.18,2
7,81863,4.67,4.86,-0.19,2
7,81921,4.54,4.74,-0.20,2
7,81994,4.45,4.62,-0.17,2
7,82187,4.30,4.50,-0.20,2
7,82320,4.18,4.37,-0.19,2
7,82378,4.10,4.27,-0.17,2
7,82521,3.94,4.14,-0.20,2
7,82619,3.83,4.02,-0.19,2
7,82787,3.74,3.91,-0.17,2
7,82895,3.61,3.79,-0.18,2
7,82988,3.47,3.67,-0.20,2
7,83171,3.34,3.54,-0.20,2
7,83264,3.23,3.42,-0.19,2
7,83387,3.09,3.29,-0.20,2
7,83530,3.02,3.18,-0.16,2
7,83613,2.86,3.06,-0.20,2
7,83696,2.74,2.93,-0.19,2
7,83844,2.62,2.81,-0.19,2
7,83997,2.52,2.70,-0.18,2
7,84045,2.37,2.57,-0.20,2
7,84178,2.28,2.46,-0.18,2
7,84286,2.14,2.33,-0.19,2
7,84404,2.05,2.22,-0.17,2
7,84597,1.94,2.11,-0.17,2
7,84730,1.78,1.98,-0.20,2
7,84753,1.65,1.85,-0.20,2
7,84896,1.54,1.73,-0.19,2
7,85064,1.45,1.62,-0.17,2
7,85137,1.32,1.50,-0.18,2
7,85280,1.21,1.39,-0.18,2
7,85463,1.09,1.27,-0.18,2
7,85581,0.94,1.14,-0.20,2
7,85679,0.83,1.02,-0.19,2
8,135328,14.65,14.65,0.00,2
8,135516,14.54,14.56,-0.02,2
8,135589,14.39,14.47,-0.08,2
8,135732,14.27,14.38,-0.11,2
8,135915,14.13,14.28,-0.15,2
8,135933,14.04,14.18,-0.14,2
8,136131,13.90,14.07,-0.17,2
8,136239,13.81,13.97,-0.16,2
8,136312,13.66,13.85,-0.19,2
8,136430,13.56,13.74,-0.18,2
8,136563,13.45,13.62,-0.17,2
8,136731,13.33,13.51,-0.18,2
8,136804,13.22,13.40,-0.18,2
8,136897,13.08,13.27,-0.19,2
8,137040,12.97,13.15,-0.18,2
8,137208,12.82,13.02,-0.20,2
8,137246,12.71,12.90,-0.19,2
8,137424,12.59,12.78,-0.19,2
8,137547,12.45,12.65,-0.20,2
8,137620,12.36,12.54,-0.18,2
8,137788,12.25,12.43,-0.18,2
8,137856,12.09,12.29,-0.20,2
8,138049,12.01,12.18,-0.17,2
8,138147,11.86,12.06,-0.20,2
8,138240,11.78,11.95,-0.17,2
8,138388,11.62,11.82,-0.20,2
8,138471,11.52,11.70,-0.18,2
8,138674,11.41,11.59,-0.18,2
8,138697,11.29,11.47,-0.18,2
8,138830,11.13,11.34,-0.21,2
8,139008,11.04,11.22,-0.18,2
8,139071,10.93,11.11,-0.18,2
8,139274,10.81,10.99,-0.18,2
8,139372,10.69,10.87,-0.18,2
8,139490,10.54,10.74,-0.20,2
8,139563,10.45,10.63,-0.18,2
8,139731,10.30,10.50,-0.20,2
8,139934,10.18,10.38,-0.20,2
8,140139,10.06,10.25,-0.19,2
8,140342,9.94,10.13,-0.19,2
8,140475,9.85,10.02,-0.17,2
8,140533,9.74,9.91,-0.17,2
8,140606,9.58,9.78,-0.20,2
8,140799,9.49,9.67,-0.18,2
8,140857,9.35,9.54,-0.19,2
8,140980,9.26,9.43,-0.17,2
8,141098,9.13,9.31,-0.18,2
8,141256,9.01,9.20,-0.19,2
8,141424,8.85,9.06,-0.21,2
8,141482,8.78,8.95,-0.17,2
8,141625,8.66,8.84,-0.18,2
8,141793,8.52,8.71,-0.19,2
8,141841,8.41,8.60,-0.19,2
8,141999,8.25,8.46,-0.21,2
8,142082,8.14,8.34,-0.20,2
8,142275,8.01,8.21,-0.20,2
8,142333,7.91,8.09,-0.18,2
8,142552,7.77,7.97,-0.20,2
8,142740,7.66,7.85,-0.19,2
8,142803,7.54,7.73,-0.19,2
8,142886,7.42,7.61,-0.19,2
8,143089,7.33,7.50,-0.17,2
8,143187,7.17,7.37,-0.20,2
8,143355,7.07,7.25,-0.18,2
8,143388,6.98,7.15,-0.17,2
8,143536,6.81,7.02,-0.21,2
8,143714,6.73,6.90,-0.17,2
8,143752,6.62,6.79,-0.17,2
8,143895,6.49,6.67,-0.18,2
8,144184,6.35,6.55,-0.20,2
8,144207,6.21,6.42,-0.21,2
8,144340,6.09,6.29,-0.20,2
8,144468,5.97,6.16,-0.19,2
8,144576,5.86,6.05,-0.19,2
8,144914,5.78,5.94,-0.16,2
8,145023,5.61,5.81,-0.20,2
8,145131,5.49,5.69,-0.20,2
8,145214,5.37,5.56,-0.19,2
8,145322,5.28,5.45,-0.17,2
8,145465,5.18,5.35,-0.17,2
8,145608,5.06,5.23,-0.17,2
8,145741,4.92,5.11,-0.19,2
8,145779,4.82,5.00,-0.18,2
8,145992,4.67,4.87,-0.20,2
8,146090,4.54,4.74,-0.20,2
8,146138,4.46,4.63,-0.17,2
8,146281,4.34,4.52,-0.18,2
8,146499,4.21,4.40,-0.19,2
8,146703,4.06,4.27,-0.21,2
8,146786,3.97,4.15,-0.18,2
8,146929,3.81,4.02,-0.21,2
8,146992,3.69,3.89,-0.20,2
8,147170,3.58,3.77,-0.19,2
8,147288,3.50,3.66,-0.16,2
8,147396,3.38,3.55,-0.17,2
8,147494,3.22,3.42,-0.20,2
8,147637,3.14,3.31,-0.17,2
8,147735,3.02,3.20,-0.18,2
8,147843,2.86,3.07,-0.21,2
8,147996,2.75,2.94,-0.19,2
8,148069,2.65,2.83,-0.18,2
8,148272,2.54,2.72,-0.18,2
8,148395,2.37,2.58,-0.21,2
8,148453,2.30,2.47,-0.17,2
8,148561,2.15,2.35,-0.20,2
8,148694,2.03,2.22,-0.19,2
8,148812,1.90,2.10,-0.20,2
8,148960,1.81,1.98,-0.17,2
8,149139,1.65,1.85,-0.20,2
8,149352,1.55,1.74,-0.19,2
8,149415,1.43,1.62,-0.19,2
8,149508,1.30,1.49,-0.19,2
8,149616,1.22,1.39,-0.17,2
8,149809,1.05,1.25,-0.20,2
8,149857,0.95,1.14,-0.19,2
8,150040,0.86,1.03,-0.17,2
8,150278,0.69,0.90,-0.21,2
8,150352,0.58,0.77,-0.19,2
8,150635,0.47,0.65,-0.18,2
9,174524,12.97,12.97,0.00,2
9,174712,12.83,12.85,-0.02,2
9,174785,12.73,12.79,-0.06,2
9,174928,12.62,12.72,-0.10,2
9,175111,12.50,12.63,-0.13,2
9,175129,12.35,12.52,-0.17,2
9,175503,12.26,12.42,-0.16,2
9,175627,12.11,12.30,-0.19,2
9,175760,12.02,12.19,-0.17,2
9,175928,11.86,12.06,-0.20,2
9,175996,11.76,11.94,-0.18,2
9,176094,11.62,11.82,-0.20,2
9,176237,11.53,11.70,-0.17,2
9,176405,11.42,11.59,-0.17,2
9,176443,11.27,11.47,-0.20,2
9,176621,11.14,11.34,-0.20,2
9,176815,11.03,11.22,-0.19,2
9,176983,10.93,11.11,-0.18,2
9,177056,10.78,10.98,-0.20,2
9,177244,10.69,10.87,-0.18,2
9,177342,10.58,10.75,-0.17,2
9,177440,10.42,10.62,-0.20,2
9,177583,10.30,10.50,-0.20,2
9,177666,10.22,10.39,-0.17,2
9,177869,10.08,10.27,-0.19,2
9,177892,9.96,10.15,-0.19,2
9,178025,9.86,10.04,-0.18,2
9,178263,9.69,9.90,-0.21,2
9,178683,9.59,9.78,-0.19,2
9,178757,9.45,9.65,-0.20,2
9,178925,9.38,9.55,-0.17,2
9,179058,9.26,9.43,-0.17,2
9,179131,9.09,9.30,-0.21,2
9,179274,9.02,9.19,-0.17,2
9,179332,8.88,9.07,-0.19,2
9,179535,8.77,8.95,-0.18,2
9,179668,8.64,8.83,-0.19,2
9,179731,8.52,8.71,-0.19,2
9,179994,8.41,8.59,-0.18,2
9,180053,8.25,8.46,-0.21,2
9,180176,8.17,8.35,-0.18,2
9,180294,8.06,8.23,-0.17,2
9,180447,7.90,8.10,-0.20,2
9,180620,7.81,7.99,-0.18,2
9,180678,7.70,7.88,-0.18,2
9,180821,7.56,7.75,-0.19,2
9,180989,7.45,7.63,-0.18,2
9,181037,7.34,7.52,-0.18,2
9,181195,7.20,7.39,-0.19,2
9,181278,7.08,7.27,-0.19,2
9,181471,6.96,7.15,-0.19,2
9,181529,6.85,7.03,-0.18,2
9,181612,6.72,6.91,-0.19,2
9,181745,6.57,6.78,-0.21,2
9,181938,6.48,6.66,-0.18,2
9,181996,6.33,6.53,-0.20,2
9,182079,6.23,6.41,-0.18,2
9,182287,6.14,6.31,-0.17,2
9,182380,5.97,6.18,-0.21,2
9,182548,5.88,6.06,-0.18,2
9,182586,5.74,5.94,-0.20,2
9,182729,5.66,5.83,-0.17,2
9,182907,5.51,5.70,-0.19,2
9,182945,5.40,5.59,-0.19,2
9,183088,5.26,5.46,-0.20,2
9,183196,5.18,5.35,-0.17,2
9,183379,5.01,5.22,-0.21,2
9,183402,4.92,5.10,-0.18,2
9,183535,4.79,4.98,-0.19,2
